;sending_location;delivery_location
11160;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Pruszków 1
11161;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Odolanów
11162;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Rzeszów 18
11163;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Dobrzeń Wielki
11164;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Legnica 1
11165;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Gostyń Poznański 1
11166;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Głogów 2
11167;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Rawicz 1
11168;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Kalisz 1
11169;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Trzcinica k. Kępna
11170;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Złotoryja 1
11171;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Ceków
11172;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Łódź 36
11173;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Żory 1
11174;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Warszawa 125
11175;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Pleszew 1
11176;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Wieluń 1
11177;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Wałbrzych 1
11178;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Wrocław 3
11179;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);FUP Wrocław 15
11180;PP PP-Wrocław D101 (ul. Ibn Siny Awicenny 21, 50-900 Wrocław);UP Wrocław 66
11181;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Częstochowa 24
11182;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);PP Białystok B103
11183;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Żmigród
11184;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bydgoszcz 40
11185;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Raszków
11186;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bolesławiec Śląski 1
11187;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szamotuły
11188;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Żory 1
11189;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sochaczew 1
11190;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Nowa Sól
11191;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Dębno
11192;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Jarocin Poznański 1
11193;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ostróda 1
11194;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Młynary
11195;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kisielice
11196;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Łęczyca
11197;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kalwaria Zebrzydowska
11198;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szprotawa
11199;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Stoczek Łukowski
11200;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Rogowo Żnińskie
11201;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Sopot 1
11202;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 91
11203;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szubin
11204;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Nowa Sól 1
11205;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Krasne
11206;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Mława 1
11207;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Dąbrowa Górnicza 1
11208;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Polkowice 3
11209;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ciechanów 1
11210;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Elbląg 1
11211;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Świdnica Śląska 1
11212;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Legionowo 5
11213;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Lębork 2
11214;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ostrów Mazowiecka 1
11215;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Rybnik 10
11216;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Tarnowskie Góry 1
11217;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Żyrardów 1
11218;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Uchanie
11219;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Radzionków 1
11220;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Katowice 6
11221;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szczecin 4
11222;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wyszków 4
11223;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Fredropol
11224;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Olecko
11225;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Lubań Śląski 1
11226;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szydłowiec k. Radomia
11227;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Skórzec
11228;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bochnia
11229;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Brzeg Dolny 1
11230;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gostynin
11231;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Żmigród
11232;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Toruń 5
11233;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Sulechów 1
11234;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Mosina
11235;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wyszogród
11236;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Nowy Sącz 1
11237;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Grudziądz 11
11238;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Piła 1
11239;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Nowogard 1
11240;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szczecin 8
11241;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Gryfino 1
11242;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Goleniów 1
11243;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Goleniów 1
