;sending_location;delivery_location
4352;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Warszawa 22
4353;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Piaseczno k. Warszawy 1
4354;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Śliwice
4355;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Czarna Woda
4356;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Lublin 24
4357;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Zielona Góra 2
4358;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Bobrowo
4359;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Żyrardów 1
4360;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Bydgoszcz 8
4361;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Piastów 1
4362;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Gdańsk 48
4363;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Warszawa 27
4364;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Rogowo Żnińskie
4365;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Żnin 1
4366;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);FUP Żnin 1
4367;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Mogilno 1
4368;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Mrocza
4369;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Więcbork
4370;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Koronowo 1
4371;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Wągrowiec
4372;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Elbląg 2
4373;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Warszawa 46
4374;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Radziejów
4375;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Rumia 4
4376;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Warszawa 36
4377;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Busko-Zdrój 1
4378;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Poznań 29
4379;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Bydgoszcz 6
4380;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Grudziądz 11
4381;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Tychy 1
4382;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Oborniki k. Poznania 1
4383;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Warszawa 91
4384;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Chrzanów
4385;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Częstochowa 1
4386;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Pakość
4387;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Bydgoszcz 33
4388;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Pszczyna
4389;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Rybnik 1
4390;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Chojnice 2
4391;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Gdynia 14
4392;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Nowy Sącz 2
4393;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Gniewkowo
4394;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Poznań 2
4395;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Toruń 7
4396;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Działdowo 3
4397;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Łódź 52
4398;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Bydgoszcz 14
4399;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);AP Toruń
4400;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Wołomin 1
4401;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Toruń 5
4402;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);PP Bydgoszcz C102
4403;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Kalisz 2
4404;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Zławieś Wielka
4405;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Ostrowiec Świętokrzyski 1
4406;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Goleniów 1
4407;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Poznań 50
4408;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Gliwice 20
4409;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Piła 2
4410;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Gdynia 10
4411;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Ząbki 2
4412;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Człuchów 1
4413;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Kraków 4
4414;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Tuchola 1
4415;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Wrocław 52
4416;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Poznań 68
4417;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Świnoujście 1
4418;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Koneck
4419;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Zgierz 1
4420;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Słupno
4421;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Warszawa 148
4422;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Bydgoszcz 28
4423;UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski);UP Międzyrzec Podlaski 1
4424;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Skwierzyna
4425;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Gorzów Wielkopolski 1
4426;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 1
4427;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 14
4428;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Gorzów Wielkopolski 16
4429;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 16
4430;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kłodawa Gorzowska
4431;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Poznań 36
4432;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 15
4433;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);AP Gorzów Wielkopolski
4434;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 12
4435;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 3
4436;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Przemęt
4437;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Deszczno
4438;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Barlinek
4439;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Warszawa 79
4440;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Lubań Śląski 1
4441;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Warszawa 119
4442;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 76
4443;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 131
4444;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);PP Szczecin Z101
4445;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Łódź 9
4446;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Łódź 58
4447;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wrocław 49
4448;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Zawiercie 1
4449;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Nowa Słupia
4450;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Stargard 2
4451;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Góra Śląska
4452;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wrocław 54
4453;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Łęczyca
4454;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 12
4455;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gdańsk 5
4456;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Szczecin 2
4457;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);PP Warszawa W101
4458;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Szczecin 26
4459;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Witnica
4460;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Zbąszynek
4461;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Słubice 1
4462;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Szprotawa
4463;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);AP Zielona Góra
4464;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Zielona Góra 2
4465;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Zielona Góra 10
4466;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Śrem 1
4467;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wolsztyn 1
4468;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Poznań 50
4469;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Września 1
4470;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Kalisz 1
4471;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Zielona Góra 2
4472;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Bogdaniec
4473;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Międzyrzecz 1
4474;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Strzelce Krajeńskie
4475;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gubin 1
4476;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Dobiegniew
4477;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gorzów Wielkopolski 10
4478;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Poznań 1
4479;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);AP Świebodzin
4480;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Cybinka
4481;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Poznań 37
4482;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gniezno 1
4483;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Dopiewo
4484;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 1
4485;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Drezdenko
4486;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Trzemeszno
4487;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Nowy Tomyśl
4488;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 79
4489;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Dębno
4490;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Białystok 14
4491;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Częstochowa 24
4492;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Jastrzębie-Zdrój
4493;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Myślibórz
4494;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Pyrzyce
4495;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Oświęcim
4496;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Sopot 1
4497;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 22
4498;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Choszczno 1
4499;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 42
4500;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 113
4501;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Warszawa 33
4502;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kostrzyn nad Odrą
4503;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Kostrzyn nad Odrą
4504;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);AP Cychry
4505;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Mieszkowice
4506;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);AP Lipki Wielkie
4507;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wrocław 52
4508;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Piła 2
4509;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Sulęcin
4510;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Nowa Sól 1
4511;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Bydgoszcz 13
4512;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kraków 73
4513;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Wieluń 1
4514;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Gdańsk 48
4515;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Świebodzin
4516;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Lubsko 1
4517;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Iłowa k. Żagania
4518;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Czerwieńsk Odrzański
4519;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Żary 1
4520;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 44
4521;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Koszalin 2
4522;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Krosno Odrzańskie 1
4523;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Racibórz
4524;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Drezdenko
4525;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wrocław 68
4526;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Opatówek
4527;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Łęknica
4528;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Opole 1
4529;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Rzepin
4530;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Krzeszyce
4531;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Sulechów 1
4532;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Łagów Lubuski
4533;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Czarnków
4534;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Warszawa 4
4535;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Szczecin 18
4536;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Żagań 1
4537;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Starogard Gdański 1
4538;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kraków 49
4539;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Trzebnica
4540;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Zwoleń
4541;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Głogów 2
4542;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Nowa Sól 1
4543;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wschowa
4544;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);AP Kielce
4545;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Chorzów 1
4546;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Ośno Lubuskie
4547;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Jasienica
4548;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Poznań 29
4549;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Rakoniewice
4550;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Grodzisk Wielkopolski
4551;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Zbąszyń
4552;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kamieniec Poznański
4553;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wronki
4554;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Międzychód
4555;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kościan 1
4556;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Mysłowice 1
4557;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Ozimek
4558;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Poznań 68
4559;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Poznań 37
4560;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Poznań 50
4561;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Swarzędz 1
4562;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Tuchola 1
4563;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wągrowiec
4564;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);FUP Skwierzyna
4565;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Grajewo 1
4566;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Poznań 33
4567;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Sieraków Wielkopolski
4568;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Krotoszyn 1
4569;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Wielichowo
4570;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Słońsk
4571;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Myszków 1
