,Address,Coordinates
2240,"UP Poznań 2 (ul. Głogowska 17, 60-700 Poznań)","(52.4006632, 16.91973259178088)"
2241,"UP Katowice 26 (ul. Bolesława Prusa 42, 40-610 Katowice)","(50.2137321, 19.00588775660632)"
2242,"UP Wadowice (ul. Lwowska 11, 34-100 Wadowice)","(49.8834484, 19.4925345)"
2243,"UP Bielsko-Biała 1 (ul. 1 Maja 2, 43-300 Bielsko-Biała)","(49.81207845, 19.029198802013944)"
2244,"PP Szczecin Z101 (ul. Dworcowa 20b, 70-901 Szczecin)","(53.4301818, 14.5509623)"
2245,"PP Komorniki P204 (ul. Polna 120, 62-056 Komorniki)","(51.530574, 16.1448619)"
2246,"UP Ruda Śląska 1 (ul. Wolności 8, 41-700 Ruda Śląska)","(50.3137908, 18.8529848)"
2247,"UP Kętrzyn 1 (ul. Pocztowa 1, 11-400 Kętrzyn)","(54.08239245, 21.365154364692174)"
2248,"FUP Rawa Mazowiecka (ul. Adama Mickiewicza 10, 96-230 Biała Rawska)","(51.5503102, 22.3747364)"
2249,"UP Czerwonak (ul. Gdyńska 32, 62-004 Czerwonak)","(52.46696, 16.98026)"
2250,"UP Poddębice (ul. Kazimierza Pułaskiego 1, 99-200 Poddębice)","(51.8931973, 18.9517348)"
2251,"UP Nowy Sącz 2 (ul. Śniadeckich 13, 33-310 Nowy Sącz)","(53.6462325, 18.7290468)"
2252,"UP Solec Kujawski 1 (ul. 23 Stycznia 14a, 86-050 Solec Kujawski)","(52.4384757, 19.3693462)"
2253,"DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski)","(50.0799574, 19.2325957)"
2254,"UP Cmolas (Cmolas 237B, 36-105 Cmolas)","(50.294938, 21.7444047)"
2255,"PP Katowice S105 (Plac Oddziałów Młodzieży Powstańczej 6, 40-950 Katowice)","(50.2137321, 19.00588775660632)"
2256,"UP Zielona Góra 14 (ul. Kokosowa 2, 65-120 Zielona Góra)","(53.056101, 23.8370742)"
2257,"AP Jankowice (ul. Żubrów 46, 43-200 Jankowice)","(52.4394203, 16.6202896)"
2258,"FUP Pszczyna (ul. Karola Szymanowskiego 23, 43-203 Pszczyna)","(49.9778328, 18.9425124)"
2259,"FUP Rawicz 1 (ul. Bohaterów Westerplatte 1, 63-901 Rawicz)","(51.6101629, 16.8583657)"
2260,"UP Inowrocław 1 (ul. Królowej Jadwigi 29, 88-100 Inowrocław)","(52.781464299999996, 18.246308553210774)"
2261,"UP Warszawa 153 (ul. Józefa Sowińskiego 28, 01-105 Warszawa)","(52.2319581, 21.0067249)"
2262,"UP Malbork 1 (ul. 17 Marca 38, 82-200 Malbork)","(54.0287383, 19.039396385383558)"
2263,"FUP Poznań 9 (ul. Piaskowa 6, 61-740 Poznań)","(52.4006632, 16.91973259178088)"
2264,"UP Elbląg 2 (Plac Dworcowy 2, 82-310 Elbląg)","(54.1988997, 19.44108568736702)"
2265,"UP Poznań 47 (ul. Jawornicka 8, 60-160 Poznań)","(52.4006632, 16.91973259178088)"
2266,"FUP Pyrzyce (ul. Jedności Narodowej 31, 74-240 Lipiany)","(53.1457, 14.89267)"
2267,"FUP Katowice 1 (ul. Młyńska 4, 40-001 Katowice)","(50.2137321, 19.00588775660632)"
2268,"UP Ciechanów 2 (ul. Henryka Sienkiewicza 81, 06-410 Ciechanów)","(52.871204399999996, 20.606245921754713)"
2269,"FUP Staszów 1 (ul. Jana Pawła II 10, 28-203 Staszów)","(50.5612276, 21.1677849)"
2270,"UP Gorzów Wielkopolski 1 (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski)","(50.0799574, 19.2325957)"
2271,"UP Piekary Śląskie 1 (ul. Bytomska 90, 41-940 Piekary Śląskie)","(51.39338, 19.5203)"
2272,"UP Lubawa (ul. Gdańska 13, 14-260 Lubawa)","(53.5005027, 19.735448592924836)"
2273,"FUP Gliwice 2 (ul. Lipowa 1, 44-102 Gliwice)","(50.30113145, 18.662347227971978)"
2274,"FUP Gliwice 2 (ul. Chorzowska 1, 44-106 Gliwice)","(50.30113145, 18.662347227971978)"
2275,"FUP Łódź 4 (ul. Michała Ossowskiego 4, 91-090 Łódź)","(51.7687323, 19.4569911)"
2276,"AP Rokietnica (ul. Trakt Napoleoński 11, 62-091 Rokietnica)","(52.5103217, 16.7421238)"
2277,"UP Bydgoszcz 1 (ul. Jagiellońska 6, 85-001 Bydgoszcz)","(53.12974625, 18.029369658534854)"
2278,"UP Gryfice 1 (ul. Dworcowa 20, 72-300 Gryfice)","(53.9148529, 15.1987062)"
2279,"UP Gdów (Gdów 1096, 32-420 Gdów)","(49.9085036, 20.1996034)"
2280,"UP Górowo Iławeckie (ul. Szkolna 2, 11-220 Górowo Iławeckie)","(51.367455, 16.8034382)"
2281,"FUP Rzeszów 1 (ul. Grunwaldzka 15, 35-070 Rzeszów)","(50.013064, 22.016143457294312)"
2282,"UP Poznań 50 (Osiedle Przyjaźni 115, 61-640 Poznań)","(52.4006632, 16.91973259178088)"
2283,"UP Szczecin 4 (Aleja Piastów 13, 70-334 Szczecin)","(53.4301818, 14.5509623)"
2284,"FUP Węgorzyno (ul. Armii Krajowej 1a, 73-140 Ińsko)","(53.5411822, 15.5602398)"
2285,"UP Wągrowiec (ul. Pocztowa 12, 62-100 Wągrowiec)","(52.81220655, 17.201913487483125)"
2286,"FUP Lublin 2 (ul. Władysława Jagiełły 10, 20-290 Lublin)","(51.218194499999996, 22.554677565192677)"
2287,"UP Radomsko 1 (Plac Plac 3 Maja 6, 97-500 Radomsko)","(51.071061, 19.44984640627979)"
2288,"AP Radomsko (ul. Cypriana Kamila Norwida 3A, 97-500 Radomsko)","(51.071061, 19.44984640627979)"
2289,"FUP Lublin 2 (ul. Pogodna 36, 20-333 Lublin)","(51.218194499999996, 22.554677565192677)"
2290,"FUP Turek 1 (ul. Turecka 8, 62-709 Malanów)","(52.0162022, 18.511440948960132)"
2291,"UP Brzozów (ul. Adama Mickiewicza 10, 36-200 Brzozów)","(49.6950395, 22.0196537)"
2292,"UP Wiśniowa n. Wisłokiem (Wiśniowa 262A, 38-124 Wiśniowa)","(50.8383333, 16.6233333)"
2293,"UP Zamość 1 (ul. Tadeusza Kościuszki 9, 22-400 Zamość)","(50.721273, 23.259588703837892)"
2294,"PP Lublin L101 (ul. Wacława Moritza 2, 20-990 Lublin)","(51.218194499999996, 22.554677565192677)"
2295,"UP Żory 1 (ul. Boryńska 4, 44-240 Żory)","(50.0388902, 18.680612383121996)"
2296,"FUP Pruszcz Gdański 1 (ul. Konstantego Ildefonsa Gałczyńskiego 17, 83-004 Pruszcz Gdański)","(54.25785495, 18.65011494396544)"
2297,"FUP Mielec 1 (ul. Powstańców Warszawy 4, 39-316 Mielec)","(50.280247349999996, 21.46313425491699)"
2298,"UP Warszawa 30 (ul. Dobra 18/20, 00-343 Warszawa)","(52.2319581, 21.0067249)"
2299,"UP Żuromin (ul. Warszawska 7/13, 09-300 Żuromin)","(53.0671703, 19.9078353)"
2300,"UP Zielonki (ul. Krakowskie Przedmieście 79, 32-087 Zielonki)","(50.3535303, 20.9167143)"
2301,"UP Annopol (ul. Rynek 24, 23-235 Annopol)","(50.8851655, 21.8550836)"
2302,"UP Bielawa 4 (ul. Jana III Sobieskiego 17, 58-263 Bielawa)","(50.675389800000005, 16.607192643781275)"
2303,"UP Drawsko Pomorskie (ul. Pocztowa 11, 78-500 Drawsko Pomorskie)","(53.603988900000004, 16.18175617316472)"
2304,"UP Ożarów Mazowiecki (ul. Kolejowa 6, 05-850 Ożarów Mazowiecki)","(50.8864089, 21.6656244)"
2305,"UP Białystok 1 (ul. Warszawska 10, 15-001 Białystok)","(53.127505049999996, 23.147050870161664)"
2306,"UP Jastrzębie-Zdrój (ul. Łowicka 2, 44-335 Jastrzębie-Zdrój)","(49.96067945, 18.599367592200732)"
