,Address,Coordinates
916,FUP Warszawa 145,"(52.2319581, 21.0067249)"
917,FUP Myślenice,"(49.834608, 19.9384283)"
918,UP Dąbrowa Górnicza 1,"(52.9663293, 20.2781539)"
919,UP Ryki,"(51.6266968, 21.935696)"
920,UP Górowo Iławeckie,"(51.367455, 16.8034382)"
921,UP Paniówki,"(50.2316928, 18.7817607)"
922,UP Oleśnica Śląska 1,"(51.2102428, 17.38294699262042)"
923,UP Warszawa 45,"(52.2319581, 21.0067249)"
924,UP Lublin 17,"(51.218194499999996, 22.554677565192677)"
925,UP Kamionka,"(51.9548073, 20.5290069)"
926,UP Knurów 4,"(50.2071818, 18.663707304011943)"
927,UP Lubartów 1,"(51.45842245, 22.6120935788813)"
928,UP Lublin 24,"(51.218194499999996, 22.554677565192677)"
929,UP Chełm 1,"(51.13558825, 23.493936945891463)"
930,UP Kowal,"(52.53187295, 19.144624707024313)"
931,UP Lublin 50,"(51.218194499999996, 22.554677565192677)"
932,UP Polkowice 3,"(51.5039288, 16.0713371)"
933,WER Lublin,"(51.218194499999996, 22.554677565192677)"
934,UP Radzyń Podlaski 1,"(52.20186, 18.99474)"
935,UP Zamość 1,"(50.721273, 23.259588703837892)"
936,UP Warszawa 44,"(52.2319581, 21.0067249)"
937,UP Janów Lubelski,"(50.72164, 19.4364)"
938,UP Krosno 1,"(49.68898435, 21.75347880451494)"
939,UP Wrocław 10,"(51.1263106, 16.97819633051261)"
940,UP Niemce,"(51.3602767, 22.6284194)"
941,UP Bydgoszcz 8,"(53.12974625, 18.029369658534854)"
942,UP Łosice,"(52.2115134, 22.717294)"
943,UP Kraśnik 1,"(50.943493200000006, 22.208352670460982)"
944,UP Świdnik k. Lublina 1,"(51.2164934, 22.69095582029724)"
945,FUP Chełm 1,"(51.13558825, 23.493936945891463)"
946,UP Tychy 1,"(50.126498049999995, 19.006784585824853)"
947,UP Racibórz,"(50.0904247, 18.215141180318078)"
948,UP Kędzierzyn-Koźle 1,"(50.3448836, 18.2109594)"
949,UP Janów Podlaski,"(50.72164, 19.4364)"
950,UP Dąbrowa,"(52.9663293, 20.2781539)"
951,UP Górzno k. Brodnicy,"(53.1980846, 19.6445713)"
952,UP Kluczbork 1,"(50.9730701, 18.2140089)"
953,UP Sucha Beskidzka,"(53.7555, 15.97052)"
954,Centralny Ośrodek Rozliczeniowy Poczty,"(53.3711123, 23.2320368)"
955,UP Radomsko 1,"(51.071061, 19.44984640627979)"
956,UP Krasnystaw,"(50.99184805, 23.165038002215837)"
957,UP Dębica 2,"(50.04611635, 21.412761546800066)"
958,UP Morawica,"(50.0764277, 19.7500156)"
959,UP Lublin 51,"(51.218194499999996, 22.554677565192677)"
960,FUP Lublin 2,"(51.218194499999996, 22.554677565192677)"
961,UP Jastków,"(51.3096822, 22.4392406)"
962,UP Wołomin 1,"(52.3468689, 21.2420179)"
963,UP Warszawa 27,"(52.2319581, 21.0067249)"
964,UP Lublin 49,"(51.218194499999996, 22.554677565192677)"
965,FUP Lublin 24,"(51.218194499999996, 22.554677565192677)"
966,UP Bychawa,"(51.0152225, 22.534535)"
967,UP Łęczna 1,"(51.3002941, 22.886766)"
968,UP Wadowice,"(49.8834484, 19.4925345)"
969,UP Gołdap,"(54.3080218, 22.3018802)"
970,UP Gryfice 1,"(53.9148529, 15.1987062)"
971,UP Urzędów,"(50.9939046, 22.1435756)"
972,UP Wschowa,"(51.8038354, 16.3172771)"
973,UP Mysiadło,"(52.1016841, 21.0182398)"
974,UP Legionowo 1,"(52.4048356, 20.933146571453094)"
975,UP Błażowa Rzeszowska,"(49.8856022, 22.1008013)"
976,UP Busko-Zdrój 1,"(50.46759, 20.71919)"
977,UP Cyców,"(51.3038482, 23.1345084)"
978,AP Lublin,"(51.218194499999996, 22.554677565192677)"
979,UP Siemiatycze,"(52.4209252, 22.875437270492178)"
980,UP Wrocław 39,"(51.1263106, 16.97819633051261)"
981,UP Łódź 52,"(51.7687323, 19.4569911)"
982,UP Lublin 56,"(51.218194499999996, 22.554677565192677)"
983,UP Zakrzówek,"(50.9511963, 22.379799)"
984,UP Poraj k. Częstochowy,"(50.6795593, 19.2134603)"
985,UP Kętrzyn 1,"(54.08239245, 21.365154364692174)"
986,UP Trawniki,"(51.1351853, 22.9971028)"
987,UP Płock 13,"(52.535347099999996, 19.713630138580008)"
988,UP Warszawa 78,"(52.2319581, 21.0067249)"
989,UP Bydgoszcz 6,"(53.12974625, 18.029369658534854)"
990,UP Mszana Dolna,"(51.1020202, 16.0316337)"
991,UP Lubień,"(51.399678300000005, 16.1993379441299)"
992,UP Sosnowiec 1,"(50.271229500000004, 19.215561953947084)"
993,UP Mirków,"(51.1662782, 17.1588597)"
994,UP Wyszków 4,"(52.5928035, 21.4584581)"
995,UP Zielona Góra 15,"(53.056101, 23.8370742)"
996,UP Bogatynia 1,"(50.9077147, 14.9539185)"
997,UP Opalenica,"(52.3088119, 16.4124256)"
998,UP Błędów,"(51.7773605, 20.6972794)"
999,UP Gryfów Śląski,"(51.0440351, 15.437359524700515)"
1000,UP Wrocław 16,"(51.1263106, 16.97819633051261)"
1001,AP Bolesławiec,"(51.262169150000005, 15.55501970717719)"
1002,FUP Swarzędz 1,"(52.4103728, 17.0771038)"
1003,UP Dzierżoniów 2,"(50.7291725, 16.656753139456175)"
1004,UP Siechnice,"(51.0323875, 17.1507275)"
1005,UP Kłobuck,"(50.9024828, 18.9371319)"
1006,UP Szprotawa,"(51.5650714, 15.5367584)"
1007,UP Konstancin-Jeziorna 4,"(52.0834787, 21.1208073)"
1008,FUP Pieńsk,"(51.2457834, 15.0449871)"
1009,UP Kościan 1,"(52.08336945, 16.646088826711576)"
1010,AP Wykroty,"(54.48721, 16.75209)"
1011,UP Łódź 71,"(51.7687323, 19.4569911)"
1012,FUP Wrocław 49,"(51.1263106, 16.97819633051261)"
1013,AP Wrocław,"(51.1263106, 16.97819633051261)"
1014,UP Kudowa-Zdrój 1,"(50.445785650000005, 16.25414734199097)"
1015,UP Wrocław 7,"(51.1263106, 16.97819633051261)"
1016,UP Suchedniów,"(51.0472338, 20.8386652)"
1017,UP Kielce 12,"(50.85403585, 20.609914352101452)"
1018,UP Wrocław 9,"(51.1263106, 16.97819633051261)"
1019,UP Warszawa 142,"(52.2319581, 21.0067249)"
1020,UP Wrocław 54,"(51.1263106, 16.97819633051261)"
1021,UP Nowogrodziec,"(51.1971363, 15.3987046)"
1022,UP Jelenia Góra 9,"(51.400859, 15.3478149)"
1023,UP Kąty Wrocławskie,"(52.2447377, 17.8405619)"
1024,UP Poznań 38,"(52.4006632, 16.91973259178088)"
1025,UP Prudnik,"(50.3217212, 17.5801041)"
1026,UP Gubin 1,"(51.95734105, 14.737042559250952)"
1027,FUP Warszawa 79,"(52.2319581, 21.0067249)"
1028,UP Myszków 1,"(50.5646661, 19.32486156630843)"
1029,FUP Zawiercie 1,"(50.4844179, 19.4333887)"
1030,UP Trzebinia,"(50.1597686, 19.4709097)"
1031,UP Krokowa,"(54.776943, 18.1637532)"
1032,FUP Leszno 1,"(51.8436068, 16.58042182076424)"
1033,UP Zakrzew k. Radomia,"(51.7879743, 18.6346473)"
1034,UP Sosnowiec 5,"(50.271229500000004, 19.215561953947084)"
1035,UP Warszawa 154,"(52.2319581, 21.0067249)"
1036,UP Pilica,"(50.4681134, 19.6573591)"
1037,UP Zabierzów,"(50.1146386, 19.7993814)"
1038,FUP Warszawa 133,"(52.2319581, 21.0067249)"
1039,UP Oświęcim,"(50.0336707, 19.260079835793633)"
1040,UP Szczekociny,"(50.6259216, 19.8194681)"
1041,PP Zabrze S101,"(50.31428055, 18.781576310579183)"
1042,UP Krynica-Zdrój,"(49.4206138, 20.9594176)"
1043,UP Kalwaria Zebrzydowska,"(49.5703372, 21.8567325)"
1044,UP Koziegłowy,"(50.5978504, 19.1615184)"
1045,UP Łobez,"(53.6391189, 15.6213487)"
1046,UP Sędziszów k. Jędrzejowa,"(50.564781, 20.0538047)"
1047,UP Lubliniec 1,"(50.669016, 18.6825574)"
1048,UP Poręba k. Zawiercia,"(50.48904555, 19.326281117557013)"
1049,UP Kietrz,"(50.0796271, 18.0021082)"
1050,UP Bielsko-Biała 14,"(49.81207845, 19.029198802013944)"
1051,UP Jaworzno 1,"(50.1894999, 19.272511168425055)"
1052,UP Nisko,"(50.5198985, 22.139886)"
1053,FUP Będzin 1,"(50.3359753, 19.117425848419487)"
1054,UP Krapkowice 1,"(50.4747413, 17.9675262)"
1055,UP Łuków 1,"(51.92506405, 22.372730441218483)"
1056,UP Chełmek,"(50.1003348, 19.2542585)"
1057,UP Ostrowiec Świętokrzyski 1,"(52.3649067, 22.4869363)"
1058,AP Zawiercie,"(50.4844179, 19.4333887)"
1059,UP Ustroń k. Cieszyna 1,"(49.7186488, 18.825107461055197)"
1060,FUP Czeladź 1,"(50.31914185, 19.078470707153635)"
1061,FUP Myszków 1,"(50.5646661, 19.32486156630843)"
1062,UP Strzyżowice k. Będzina,"(51.5703222, 22.0119951)"
1063,FUP Siewierz,"(50.4710097, 19.2318901)"
1064,UP Wawrzeńczyce,"(50.993881, 16.6480382)"
1065,UP Warszawa 97,"(52.2319581, 21.0067249)"
1066,UP Kroczyce,"(50.561473, 19.5700518)"
1067,UP Koniecpol,"(50.7725294, 19.6769723)"
1068,UP Ozimek,"(50.6789196, 18.2125227)"
1069,UP Siewierz,"(50.4710097, 19.2318901)"
1070,UP Wąbrzeźno 1,"(53.27835005, 18.94049477910491)"
1071,UP Jabłonka,"(51.9218076, 18.984034)"
1072,UP Łódź 27,"(51.7687323, 19.4569911)"
1073,UP Radzionków 1,"(50.4015072, 18.90330204760516)"
1074,UP Rzeszów 2,"(50.013064, 22.016143457294312)"
1075,UP Sosnowiec 8,"(50.271229500000004, 19.215561953947084)"
1076,UP Włodowice,"(50.5545123, 19.4515558)"
1077,UP Gliwice 1,"(50.30113145, 18.662347227971978)"
1078,UP Porąbka k. Kęt,"(53.7031, 15.97712)"
1079,UP Zabrze 6,"(50.31428055, 18.781576310579183)"
1080,UP Warszawa 90,"(52.2319581, 21.0067249)"
1081,UP Wrocław 3,"(51.1263106, 16.97819633051261)"
1082,UP Radoszyce,"(51.0736699, 20.2597677)"
1083,UP Chrząstowice,"(50.66437, 18.0722)"
1084,UP Poznań 9,"(52.4006632, 16.91973259178088)"
1085,UP Grodzisk Mazowiecki 1,"(52.5839704, 22.7384197)"
1086,UP Radom 9,"(51.41716055, 21.160944780832743)"
1087,UP Bielsk Podlaski 1,"(52.6713156, 19.8049119)"
1088,UP Złotoryja 1,"(51.122408899999996, 15.919447631385701)"
1089,UP Gdynia 6,"(54.50383255, 18.462806155884614)"
1090,UP Staszów 1,"(50.5612276, 21.1677849)"
1091,PP Szczecin Z101,"(53.4301818, 14.5509623)"
1092,UP Kamienna Góra 1,"(51.010369, 21.2336941)"
1093,UP Dzierżoniów 1,"(50.7291725, 16.656753139456175)"
1094,UP Lubin 1,"(51.399678300000005, 16.1993379441299)"
1095,FUP Lubin 4,"(51.399678300000005, 16.1993379441299)"
1096,FUP Luboń 1,"(52.336688800000005, 16.87184661280476)"
1097,UP Słupca 1,"(52.29070125, 17.871644736662404)"
1098,UP Poznań 60,"(52.4006632, 16.91973259178088)"
1099,UP Dobczyce,"(49.8803432, 20.0905415)"
1100,UP Wodzisław Śląski,"(50.5211403, 20.1909163)"
1101,UP Raciechowice,"(49.8448681, 20.1371442)"
1102,UP Motycz,"(51.2395618, 22.3812812)"
1103,UP Sławków,"(50.2984547, 19.3898475)"
1104,UP Legionowo 5,"(52.4048356, 20.933146571453094)"
1105,UP Kołaczyce,"(49.8076605, 21.4340516)"
1106,PP Rudna Mała R101,"(51.4491667, 16.2780556)"
1107,UP Tomaszów Mazowiecki 1,"(51.2179132, 20.1198905)"
1108,UP Skoczów,"(49.7999039, 18.7877583)"
1109,UP Żelechów,"(51.8096724, 21.895505)"
1110,UP Łowicz 1,"(52.1012259, 19.9474623726871)"
1111,UP Warszawa 94,"(52.2319581, 21.0067249)"
1112,UP Radom 14,"(51.41716055, 21.160944780832743)"
1113,UP Żory 1,"(50.0388902, 18.680612383121996)"
1114,UP Pawłowice,"(51.8511124, 20.6161082)"
1115,UP Imielin,"(50.1440745, 19.202583658240222)"
1116,UP Stalowa Wola 1,"(52.3903831, 17.0150007)"
1117,UP Wojkowice,"(50.365925700000005, 19.03576306941288)"
1118,UP Przeźmierowo,"(52.4260662, 16.7873751)"
1119,UP Sobienie-Jeziory,"(51.9311432, 21.3026615)"
1120,PP Piotrków Trybunalski E301,"(50.7172566, 16.8821979)"
1121,UP Jawor 1,"(51.067702100000005, 16.197613635866436)"
1122,UP Wisła,"(52.3807439, 20.0466979)"
1123,UP Koszęcin,"(50.635918, 18.8413347)"
1124,UP Zabrze 19,"(50.31428055, 18.781576310579183)"
1125,UP Ziębice,"(50.6007752, 17.0405633)"
1126,UP Mikołów 3,"(50.19600335, 18.853851637416344)"
1127,UP Bieruń Nowy,"(50.0842685, 19.125296379105393)"
1128,UP Sandomierz 1,"(50.6793066, 21.7495055)"
1129,UP Hażlach,"(49.8042891, 18.6645205)"
1130,UP Warszawa 108,"(52.2319581, 21.0067249)"
1131,UP Żarnowiec n. Pilicą,"(50.4832713, 19.86242)"
1132,UP Ruda Śląska 6,"(50.3137908, 18.8529848)"
1133,UP Gryfino 1,"(53.2535889, 14.4924243)"
1134,UP Ruda Śląska 12,"(50.3137908, 18.8529848)"
1135,UP Skarżysko-Kamienna 2,"(51.122965699999995, 20.87700914767867)"
1136,UP Wielka Wieś,"(52.2065088, 17.3562252)"
1137,UP Dąbrowa Górnicza 9,"(52.9663293, 20.2781539)"
1138,UP Lyski,"(50.11477065, 18.349462912633776)"
1139,UP Ożarów Mazowiecki,"(50.8864089, 21.6656244)"
1140,UP Pyskowice,"(50.39162675, 18.610881522895056)"
1141,AP Katowice,"(50.2137321, 19.00588775660632)"
1142,UP Łącko,"(54.5196449, 16.6094445)"
1143,UP Lędziny 1,"(50.128624, 19.11609220672)"
1144,UP Włoszczowa,"(50.8520727, 19.9667772)"
1145,UP Szydłowiec k. Radomia,"(51.2238922, 20.8575141)"
1146,UP Piaseczno k. Warszawy 1,"(52.0747377, 21.0270885)"
1147,UP Grodków,"(50.698157, 17.3849804)"
1148,UP Leżajsk,"(50.265395749999996, 22.42176054362956)"
1149,UP Rudnik n. Sanem,"(50.154388999999995, 18.17045787866255)"
1150,UP Gliwice 21,"(50.30113145, 18.662347227971978)"
1151,UP Rzeszów 6,"(50.013064, 22.016143457294312)"
1152,UP Sośnicowice,"(50.2722844, 18.5298588)"
1153,UP Łaziska Górne 1,"(52.7818873, 17.2509828)"
1154,UP Nozdrzec,"(49.77319, 22.1959192)"
1155,UP Częstochowa 17,"(50.8120466, 19.113213)"
1156,UP Ruda Śląska 10,"(50.3137908, 18.8529848)"
1157,UP Ruda Śląska 1,"(50.3137908, 18.8529848)"
1158,UP Warszawa 153,"(52.2319581, 21.0067249)"
1159,FUP Wrocław 15,"(51.1263106, 16.97819633051261)"
1160,UP Warszawa 145,"(52.2319581, 21.0067249)"
1161,UP Kałuszyn,"(52.2082344, 21.8133341)"
1162,UP Aleksandrów Łódzki 1,"(52.3385258, 20.6309521)"
1163,UP Ciechanów 2,"(52.871204399999996, 20.606245921754713)"
1164,FUP Gołymin,"(52.81750945, 20.8575548584313)"
1165,FUP Września 1,"(52.3250694, 17.5652282)"
1166,FUP Bydgoszcz 11,"(53.12974625, 18.029369658534854)"
1167,AP Wałcz,"(53.27285375, 16.476817657727903)"
1168,FUP Trzebinia,"(50.1597686, 19.4709097)"
1169,FUP Warszawa 33,"(52.2319581, 21.0067249)"
1170,UP Warszawa 125,"(52.2319581, 21.0067249)"
1171,UP Ostrołęka 1,"(53.07803115, 21.574868231939817)"
1172,UP Ciechocin,"(53.6131713, 17.7008693)"
1173,FUP Szczecin 6,"(53.4301818, 14.5509623)"
1174,UP Grodzisk Wielkopolski,"(52.5839704, 22.7384197)"
1175,UP Bądkowo,"(52.7523395, 20.6170749)"
1176,UP Białobrzegi Radomskie,"(50.7729192, 23.1507229)"
1177,UP Krupski Młyn,"(52.6294444, 22.1263889)"
1178,FUP Łódź 82,"(51.7687323, 19.4569911)"
1179,AP Bydgoszcz,"(53.12974625, 18.029369658534854)"
1180,UP Otwock 1,"(52.1161661, 21.293454716820303)"
1181,UP Olsztyn 10,"(53.7767239, 20.477781292210345)"
1182,FUP Wschowa,"(51.8038354, 16.3172771)"
1183,FUP Ruda Śląska 12,"(50.3137908, 18.8529848)"
1184,UP Radom 18,"(51.41716055, 21.160944780832743)"
1185,FUP Strzelce Opolskie 1,"(52.67644, 18.10092)"
1186,FUP Gorlice 1,"(49.6663323, 21.16348426717198)"
1187,UP Kamieniec Ząbkowicki,"(50.457298, 16.549226)"
1188,UP Strzelin,"(50.78092, 17.0683947)"
1189,UP Jedlińsk,"(51.5138697, 21.1235619)"
1190,UP Susz,"(53.7166619, 19.3385289)"
1191,FUP Poznań 61,"(52.4006632, 16.91973259178088)"
1192,UP Baranów Sandomierski,"(52.12305, 20.47315)"
1193,FUP Białystok 8,"(53.127505049999996, 23.147050870161664)"
1194,UP Maciejowice k. Garwolina,"(51.6926157, 21.5535895)"
1195,FUP Rybnik 1,"(50.0955793, 18.5419933)"
1196,FUP Częstochowa 1,"(50.8120466, 19.113213)"
1197,UP Bobrowniki k. Będzina,"(51.548774, 21.9333433)"
1198,UP Wrocław 17,"(51.1263106, 16.97819633051261)"
1199,UP Osjaków,"(51.2888829, 18.7912573)"
1200,UP Radziechowy k. Żywca,"(49.64735, 19.14604)"
1201,FUP Siemianowice Śląskie 1,"(50.31285075, 19.017785857354603)"
1202,AP Oława,"(50.95709295, 17.290269769664455)"
1203,UP Biskupiec k. Iławy,"(53.8688, 20.95518)"
1204,UP Słomniki,"(50.2403739, 20.0811369)"
1205,FUP Stargard 2,"(53.30897745, 15.031645934671849)"
1206,UP Zielonka k. Warszawy 1,"(52.310847, 21.1523199)"
1207,UP Rusiec,"(51.32452, 18.98603)"
1208,UP Zielona Góra 8,"(53.056101, 23.8370742)"
1209,FUP Kleszczele,"(52.574173, 23.3254851)"
1210,UP Chodzież,"(52.994997749999996, 16.919925663627275)"
1211,UP Głowno 1,"(51.96239825, 19.71166242050556)"
1212,UP Szczuczyn,"(53.5629982, 22.2855495)"
1213,UP Susiec,"(50.4166811, 23.2041271)"
1214,UP Świdnik k. Lublina 5,"(51.2164934, 22.69095582029724)"
1215,UP Zatory,"(52.60618, 21.18392)"
1216,FUP Poznań 6,"(52.4006632, 16.91973259178088)"
1217,UP Gołymin,"(52.81750945, 20.8575548584313)"
1218,UP Nowa Słupia,"(53.6462325, 18.7290468)"
1219,FUP Połaniec,"(50.4329071, 21.2810473)"
1220,AP Kamienna Góra,"(51.010369, 21.2336941)"
1221,UP Ostrów Wielkopolski 1,"(50.7335748, 18.761079)"
1222,UP Bełżyce,"(51.175063, 22.2749995)"
1223,UP Rzeszów 10,"(50.013064, 22.016143457294312)"
1224,UP Warszawa 106,"(52.2319581, 21.0067249)"
1225,AP Biskupice,"(51.1523459, 22.946692)"
1226,AP Butryny,"(53.60577, 20.58289)"
1227,UP Krzywda,"(51.30133, 21.71874)"
1228,UP Dąbrowa Górnicza 11,"(52.9663293, 20.2781539)"
1229,UP Stare Babice,"(52.7470854, 17.1145841)"
1230,FUP Świdnik k. Lublina 1,"(51.2164934, 22.69095582029724)"
1231,UP Bydgoszcz 44,"(53.12974625, 18.029369658534854)"
1232,UP Wołów,"(51.3363841, 16.6486903)"
1233,UP Warszawa 32,"(52.2319581, 21.0067249)"
1234,UP Sanok 1,"(49.5567406, 22.211701678304745)"
1235,UP Dukla,"(49.55636, 21.6847523)"
1236,UP Krosno 2,"(49.68898435, 21.75347880451494)"
1237,FUP Kraków 60,"(50.0469432, 19.997153435836697)"
1238,UP Wojaszówka,"(49.7795399, 21.6687613)"
1239,UP Kocmyrzów,"(50.1293169, 20.1299144)"
1240,UP Pałecznica,"(50.2904698, 20.3009621)"
1241,UP Koniusza,"(49.6851724, 22.6898509)"
1242,FUP Odolanów,"(51.5742177, 17.673514)"
1243,UP Koronowo 1,"(53.3140636, 17.9369813)"
1244,UP Hajnówka,"(52.731735549999996, 23.571247984159466)"
1245,UP Warszawa 149,"(52.2319581, 21.0067249)"
1246,UP Działdowo 1,"(53.2406366, 20.184686473571944)"
1247,UP Suchy Las,"(49.5388567, 21.0711968)"
1248,UP Grudusk,"(53.0616402, 20.625647)"
1249,FUP Częstochowa 17,"(50.8120466, 19.113213)"
1250,UP Krosno 5,"(49.68898435, 21.75347880451494)"
1251,UP Blizanów,"(51.9013555, 18.0137374)"
1252,FUP Krzczonów,"(51.0054719, 22.7114804)"
1253,UP Warszawa 30,"(52.2319581, 21.0067249)"
1254,UP Masłów,"(51.3388736, 17.1275518)"
1255,FUP Bydgoszcz 21,"(53.12974625, 18.029369658534854)"
1256,UP Janów,"(50.72164, 19.4364)"
1257,UP Radom 3,"(51.41716055, 21.160944780832743)"
1258,FUP Wrocław 63,"(51.1263106, 16.97819633051261)"
1259,UP Wojsławice,"(50.9195986, 23.5474493)"
1260,UP Serock n. Narwią,"(52.5135193, 21.0731162)"
1261,FUP Kłodzko 1,"(50.43371175, 16.642246491692106)"
1262,UP Międzyrzec Podlaski 1,"(51.9816127, 22.786726667454776)"
1263,UP Kozienice 1,"(51.5849678, 21.549883)"
1264,UP Trzebieszów,"(51.9871249, 22.5815994)"
1265,UP Pińczów,"(50.5201929, 20.5256241)"
1266,FUP Chrzanów,"(50.1411926, 19.4028502)"
1267,FUP Wierzbica k. Radomia,"(51.2492925, 21.0792463)"
1268,UP Pruszków 5,"(52.17203175, 20.80111678699555)"
1269,UP Żytno,"(50.92729, 19.62733)"
1270,FUP Łódź 4,"(51.7687323, 19.4569911)"
1271,UP Łasin,"(53.5196526, 19.0870311)"
1272,FUP Łódź 27,"(51.7687323, 19.4569911)"
1273,FUP Piekary Śląskie 1,"(51.39338, 19.5203)"
1274,FUP Poznań 29,"(52.4006632, 16.91973259178088)"
1275,UP Lisków k. Kalisza,"(51.832646, 18.399304)"
1276,FUP Gryfice 1,"(53.9148529, 15.1987062)"
1277,UP Syców,"(51.30998, 17.72354)"
1278,UP Lisewo k. Chełmna,"(53.7644904, 22.6803889)"
1279,FUP Radom 14,"(51.41716055, 21.160944780832743)"
1280,FUP Kraków 49,"(50.0469432, 19.997153435836697)"
1281,UP Pawłów,"(51.1464277, 23.2124828)"
1282,UP Skarżysko-Kamienna 5,"(51.122965699999995, 20.87700914767867)"
1283,UP Kisielice,"(53.6076054, 19.2593923)"
1284,UP Rejowiec Lubelski,"(51.0945453, 23.2832851)"
1285,UP Kunów,"(50.9541063, 21.278823)"
1286,UP Opatów Kielecki,"(50.8017661, 21.4238281)"
1287,AP Ostrowiec Świętokrzyski,"(52.3649067, 22.4869363)"
1288,FUP Elbląg 1,"(54.1988997, 19.44108568736702)"
1289,UP Bolków,"(50.9219695, 16.1006519)"
1290,FUP Świecie nad Wisłą 1,"(53.4072518, 18.4455253)"
1291,UP Stargard 8,"(53.30897745, 15.031645934671849)"
1292,AP Karpniki,"(50.8512944, 15.8594243)"
1293,UP Krzczonów,"(51.0054719, 22.7114804)"
1294,UP Wolbrom,"(50.3848386, 19.7598844)"
1295,UP Gródek,"(53.5016001, 18.3577913)"
1296,FUP Szczytno 1,"(53.56373295, 20.996863617882177)"
1297,UP Załuski,"(51.785136, 20.6484454)"
1298,UP Wrocław 48,"(51.1263106, 16.97819633051261)"
1299,FUP Bydgoszcz 31,"(53.12974625, 18.029369658534854)"
1300,FUP Głogów 2,"(51.67019285, 16.06140366346836)"
1301,UP Warszawa 131,"(52.2319581, 21.0067249)"
1302,UP Kamień Pomorski,"(50.9527248, 15.3697507)"
1303,UP Warszawa 77,"(52.2319581, 21.0067249)"
1304,UP Wysokie Mazowieckie,"(54.63582, 17.89394)"
1305,UP Zagórów,"(52.16899, 17.90016)"
1306,UP Ulanów,"(50.4904352, 22.2625676)"
1307,UP Skwierzyna,"(52.5967483, 15.5010958)"
1308,UP Drzewica,"(51.4508384, 20.4773617)"
1309,UP Poniatowa,"(51.19298, 22.06505)"
1310,UP Kłodawa,"(52.2574519, 18.911206)"
1311,UP Sadlno,"(52.4463363, 18.4679608)"
1312,UP Konin 1,"(52.25590205, 18.267866211748718)"
1313,UP Rychwał k. Konina,"(52.0706234, 18.1668295)"
1314,UP Siedlce 5,"(52.161593800000006, 22.281253302988254)"
1315,FUP Lwówek Śląski 1,"(52.4489307, 16.1803554)"
1316,FUP Orzesze,"(50.1439, 18.77462)"
1317,AP Szymiszów,"(50.5177, 18.2484683)"
1318,UP Łomża 3,"(53.18243065, 22.052183817808846)"
1319,UP Lubycza Królewska,"(50.33394045, 23.557649673391992)"
1320,UP Piekoszów,"(50.881422, 20.4642464)"
1321,FUP Koniecpol,"(50.7725294, 19.6769723)"
1322,FUP Poznań 50,"(52.4006632, 16.91973259178088)"
1323,FUP Żmigród,"(51.4717386, 16.9082719)"
1324,FUP Warszawa 131,"(52.2319581, 21.0067249)"
1325,UP Chmielnik,"(50.6145952, 20.7510406)"
1326,UP Łask,"(51.5929947, 19.1334784)"
1327,UP Terespol,"(52.076776800000005, 23.622025661823578)"
1328,FUP Trzebnica,"(51.3096424, 17.062596)"
1329,FUP Legnica 2,"(51.204768900000005, 16.174675034638256)"
1330,FUP Górzno k. Brodnicy,"(53.1980846, 19.6445713)"
1331,FUP Police 1,"(53.5486435, 14.5657399)"
1332,UP Lubin 4,"(51.399678300000005, 16.1993379441299)"
1333,UP Olesno,"(50.8766575, 18.4219452)"
1334,FUP Unisław,"(51.7716829, 17.3688412)"
1335,UP Koprzywnica,"(50.5932218, 21.5847266)"
1336,UP Hrubieszów,"(50.80679625, 23.886349876429893)"
1337,UP Sierpc,"(52.853176950000005, 19.66141404554825)"
1338,UP Lipsk,"(53.7335414, 23.4037394)"
1339,FUP Blachownia 1,"(50.7820239, 18.9684255)"
1340,UP Białystok 26,"(53.127505049999996, 23.147050870161664)"
1341,UP Żuromin,"(53.0671703, 19.9078353)"
1342,AP Luboń,"(52.336688800000005, 16.87184661280476)"
1343,FUP Skawina,"(49.9747508, 19.8265702)"
1344,FUP Ostrołęka 2,"(53.07803115, 21.574868231939817)"
1345,UP Olsztyn 3,"(53.7767239, 20.477781292210345)"
1346,UP Mogielnica k. Grójca,"(51.6929526, 20.723371)"
1347,UP Piaski,"(50.1532026, 19.4751266)"
1348,UP Kielce 14,"(50.85403585, 20.609914352101452)"
1349,AP Mosina,"(52.2455834, 16.8472591)"
1350,FUP Oborniki Śląskie,"(52.6455252, 16.8099756)"
1351,UP Łoniów,"(50.5643783, 21.526238)"
1352,UP Zbójna,"(53.2438364, 21.7772809)"
1353,FUP Wyszków 1,"(52.5928035, 21.4584581)"
1354,FUP Opoczno 1,"(51.3782439, 20.2931754)"
1355,FUP Trzcianka,"(53.0417582, 16.4610993)"
1356,FUP Nakło nad Notecią 1,"(50.4370002, 18.9059878)"
1357,UP Świdnica Śląska 1,"(50.8424835, 16.4870549)"
1358,UP Sułów,"(51.49939, 17.1693482)"
1359,UP Poddębice,"(51.8931973, 18.9517348)"
1360,UP Przasnysz 1,"(53.0182519, 20.884566904668567)"
1361,UP Lublin 15,"(51.218194499999996, 22.554677565192677)"
1362,UP Puszcza Mariańska,"(51.295572, 19.158345)"
1363,UP Międzychód,"(52.6046468, 15.8935386)"
1364,UP Radzanów n. Wkrą,"(52.94307, 20.09258)"
1365,UP Radomyśl n. Sanem,"(52.0334258, 22.3605914)"
1366,UP Gołuchów,"(51.8494576, 17.9307954)"
